Anexos;[R];*;[I];Etapa atual;CAMPUS;Coligada do alarme;Código atendente alarmado;Coligada do representante;Representante;GRUPO ATENDIMENTO ATUAL;CODTIPOCURSO;TIPOCURSO;CURSO;PLETIVO;RELACIONADO1;SITUACAOALARME1;IMGSTATUS1;ANEXO1;Atendimento;Cliente;Código do Cliente;Tipo cliente;Coligada do cliente;Status;Etapa atual;Classificação;Assunto;Categoria;Descrição do produto;Atendente responsável;Prazo limite final;Prioridade;Abertura;Fechamento;Coligada;Localidade;Código do atendimento;Código do atendente responsável;Coligada do responsável;Código de classificação;Coligada do produto;Produto;Detalhe do produto;Categoria geral;Grupo de atendimento;Tipo de atendimento;Código da etapa atual;Campanha;Grupo/Fila;TIPO_ABERTURA
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;37;GRADUAÇÃO - CATÓLICA;CIÊNCIA DA COMPUTAÇÃO;2026/1;';Z;F;ANEXO;1-1-8001233;MARIANA GOMES AZEVEDO;UC21693885;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/05/2026 11:36;12/05/2026 17:57;1;1;8001233;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001252;ECO DISTRIBUIDORA LTDA;CF74649497;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;08/06/2026 09:57;;1;1;8001252;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/1;';Z;F;Z;1-1-8001249;RODRIGO GOMES AZEVEDO;UC46347939;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CAIO CARDOSO AZEVEDO;;;13/04/2026 10:08;23/04/2026 17:01;1;1;8001249;1519;1;00019;1;67;1;10;12;1591;4666;; ;WEB
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;GESTÃO DE RECURSOS HUMANOS;2026/2;';Z;F;Z;1-1-8001195;LETICIA GOMES AZEVEDO;UC45325419;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;27/05/2026 09:17;31/05/2026 11:10;1;1;8001195;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;GESTÃO COMERCIAL;2026/2;';Z;F;Z;1-1-8001260;CAIO GOMES AZEVEDO;UC36953761;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;29/05/2026 12:27;06/06/2026 16:25;1;1;8001260;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;LETRAS - PORTUGUÊS/ESPANHOL;2026/2;';Z;F;Z;1-1-8001241;DANIEL DUARTE AZEVEDO;UC88859185;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RODRIGO DUARTE AZEVEDO;;;12/06/2026 09:25;22/06/2026 15:47;1;1;8001241;5548;1;00019;1;67;1;10;12;1591;4667;; ;WEB
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2026/2;';Z;F;Z;1-1-8001227;ANA LIMA AZEVEDO;UC92862746;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RODRIGO DUARTE AZEVEDO;;;06/06/2026 11:56;13/06/2026 14:03;1;1;8001227;5548;1;00019;1;67;1;10;12;1591;4667;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;Z;1-1-8001251;BRUNO LIMA AZEVEDO;UC31497067;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RAFAEL DUARTE AZEVEDO;;;21/03/2026 11:06;29/03/2026 16:00;1;1;8001251;5854;1;00019;1;67;1;10;12;1591;4666;; ;WEB
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;NUTRIÇÃO;2026/1;';Z;F;Z;1-1-8001254;CARLA LIMA AZEVEDO;UC02391919;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;YASMIN DUARTE AZEVEDO;;;24/03/2026 08:59;28/03/2026 13:20;1;1;8001254;932;1;00019;1;67;1;10;12;1591;4667;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIA DA COMPUTAÇÃO;2026/2;';Z;F;ANEXO;1-1-8001230;RAFAEL CARDOSO AZEVEDO;UC12185773;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;05/05/2026 11:11;11/05/2026 15:45;1;1;8001230;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;ANEXO;1-1-8001228;PATRICIA CARDOSO AZEVEDO;UC28296070;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;18/06/2026 10:49;23/06/2026 11:32;1;1;8001228;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2026/1;';Z;F;Z;1-1-8001250;DANIEL LIMA AZEVEDO;UC12370310;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;26/05/2026 11:05;03/06/2026 13:47;1;1;8001250;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;ANEXO;1-1-8001253;PATRICIA CARDOSO AZEVEDO;UC44634952;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;19/04/2026 14:05;22/04/2026 14:23;1;1;8001253;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;ANEXO;1-1-8001235;PATRICIA CARDOSO AZEVEDO;UC04639783;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;15/05/2026 13:57;24/05/2026 17:27;1;1;8001235;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;Z;1-1-8001265;ELISA LIMA AZEVEDO;UC43645396;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RAFAEL DUARTE AZEVEDO;;;24/03/2026 11:52;31/03/2026 12:25;1;1;8001265;5854;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;GEOGRAFIA;2026/1;';Z;F;ANEXO;1-1-8001243;CARLA DUARTE AZEVEDO;UC65962355;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;24/03/2026 09:14;03/04/2026 14:54;1;1;8001243;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;37;GRADUAÇÃO - CATÓLICA;EDUCAÇÃO FÍSICA;2026/1;';Z;F;ANEXO;1-1-8001246;FELIPE LIMA AZEVEDO;UC71187309;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/04/2026 12:08;08/05/2026 14:49;1;1;8001246;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;R;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Direito;2026/1;';Z;R;ANEXO;1-1-8001261;GABRIELA LIMA AZEVEDO;FR603762;ALUNO;1;Concluído a responder;Execução da solicitação;FR - Faculdade de Recife;Departamento Financeiro;FR - Faculdade de Recife;Serviço de Protocolo - FR;CARLA CARDOSO AZEVEDO;;;02/04/2026 11:04;;1;1;8001261;795;1;00023;1;72;001;14;49;848;137;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;GEOGRAFIA;2026/2;';Z;F;ANEXO;1-1-8001257;CARLA DUARTE AZEVEDO;UC66082718;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;26/04/2026 13:52;02/05/2026 15:23;1;1;8001257;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;Z;1-1-8001247;HENRIQUE LIMA AZEVEDO;UC67428144;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;YASMIN DUARTE AZEVEDO;;;25/03/2026 09:48;03/04/2026 10:09;1;1;8001247;932;1;00019;1;67;1;10;12;1591;4667;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001267;INOVA COMERCIO S/A;CF92311935;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;ANA CARDOSO AZEVEDO;;Normal;11/06/2026 10:50;;1;1;8001267;1098;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;C;Atender solicitação;Universidade Católica de Brasília - UCB;;;;;;42;GRADUAÇÃO - CATÓLICA.;FILOSOFIA;2026/2;';Z;C;Z;1-1-8001273;JOAO LIMA AZEVEDO;UC00001718;ALUNO;1;Cancelado;Atender solicitação;Processos de Solicitação UCB;UCB - Cancelamento de Matrícula - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;09/04/2026 11:41;19/04/2026 15:26;1;1;8001273;1846;1;00019;1;67;1;10;12;1727;5349;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;37;GRADUAÇÃO - CATÓLICA;AGRONOMIA;2026/1;';Z;F;ANEXO;1-1-8001244;LARISSA LIMA AZEVEDO;UC50747902;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/04/2026 14:47;17/04/2026 17:07;1;1;8001244;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIA DA COMPUTAÇÃO;2026/1;';Z;F;Z;1-1-8001259;MARCOS LIMA AZEVEDO;UC94907667;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;19/04/2026 14:27;26/04/2026 16:55;1;1;8001259;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/2;';Z;F;Z;1-1-8001262;NATALIA LIMA AZEVEDO;UC69924539;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RAFAEL DUARTE AZEVEDO;;;03/04/2026 10:53;06/04/2026 17:42;1;1;8001262;5854;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;A;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Direito;2026/1;';Z;A;ANEXO;1-1-8001275;RAFAEL DUARTE AZEVEDO;FR860682;ALUNO;1;Em andamento;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;GABRIELA CARDOSO AZEVEDO;;;15/06/2026 13:27;;1;1;8001275;3346;1;00023;1;72;001;14;49;868;177;; ;WEB
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/2;';Z;F;Z;1-1-8001239;FELIPE GOMES AZEVEDO;UC42830520;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;02/04/2026 12:18;11/04/2026 18:20;1;1;8001239;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;ANEXO;1-1-8001270;OTAVIO SANTOS ANDRADE;UC08937982;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;24/03/2026 11:24;02/04/2026 17:00;1;1;8001270;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;ANEXO;1-1-8001272;OTAVIO SANTOS ANDRADE;UC52505204;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;25/05/2026 15:25;27/05/2026 19:13;1;1;8001272;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;ANEXO;1-1-8001276;OTAVIO SANTOS ANDRADE;UC62408283;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;11/06/2026 13:23;13/06/2026 20:54;1;1;8001276;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;ANEXO;1-1-8001229;OTAVIO SANTOS ANDRADE;UC24300198;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;16/05/2026 12:29;16/05/2026 12:59;1;1;8001229;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;ANEXO;1-1-8001242;MARIANA DUARTE AZEVEDO;UC26734642;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/04/2026 14:57;20/04/2026 22:39;1;1;8001242;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;FARMÁCIA;2026/2;';Z;F;ANEXO;1-1-8001266;WILLIAM DUARTE AZEVEDO;UC13482790;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;26/04/2026 13:34;04/05/2026 19:36;1;1;8001266;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/2;';Z;F;Z;1-1-8001263;OTAVIO LIMA AZEVEDO;UC45328248;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RAFAEL DUARTE AZEVEDO;;;16/05/2026 16:04;22/05/2026 20:05;1;1;8001263;5854;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;FARMÁCIA;2026/2;';Z;F;ANEXO;1-1-8001283;WILLIAM DUARTE AZEVEDO;UC12791020;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;01/05/2026 14:19;04/05/2026 19:29;1;1;8001283;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;ANEXO;1-1-8001220;MARIANA DUARTE AZEVEDO;UC21309309;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;29/04/2026 13:33;02/05/2026 19:19;1;1;8001220;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001277;INOVA COMERCIO S/A;CF47527642;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;ANA CARDOSO AZEVEDO;;Normal;20/04/2026 12:28;;1;1;8001277;1098;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;1-1-8001269;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;BRUNO FERREIRA AZEVEDO;;Normal;05/05/2026 09:12;15/05/2026 14:07;1;1;8001269;3265;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIA DA COMPUTAÇÃO;2026/2;';Z;F;ANEXO;1-1-8001255;RAFAEL CARDOSO AZEVEDO;UC15651826;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;09/05/2026 08:59;13/05/2026 13:44;1;1;8001255;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;MARKETING;2026/2;';Z;F;Z;1-1-8001258;PATRICIA LIMA AZEVEDO;UC80727445;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RODRIGO DUARTE AZEVEDO;;;14/05/2026 11:54;23/05/2026 14:11;1;1;8001258;5548;1;00019;1;67;1;10;12;1591;4667;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;GEOGRAFIA;2026/1;';Z;F;ANEXO;1-1-8001286;CARLA DUARTE AZEVEDO;UC81751781;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/03/2026 09:21;24/03/2026 10:05;1;1;8001286;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;1-1-8001274;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;BRUNO FERREIRA AZEVEDO;;Normal;06/06/2026 14:23;;1;1;8001274;3265;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Conclusão do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8001271;RAFAEL LIMA AZEVEDO;A05002359;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de Rescisão de estágio;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;23/04/2026 11:09;24/04/2026 11:13;1;1;8001271;795;1;00017;1;64;001;8;48;789;1936;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;HISTÓRIA;2025/3;';Z;F;ANEXO;1-1-8001282;JOAO DUARTE AZEVEDO;UC30001326;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/05/2026 12:12;23/05/2026 18:25;1;1;8001282;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2026/2;';Z;F;Z;1-1-8001292;SOFIA LIMA AZEVEDO;UC06508698;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;13/05/2026 10:57;16/05/2026 17:50;1;1;8001292;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;37;GRADUAÇÃO - CATÓLICA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8001231;THIAGO LIMA AZEVEDO;UC73390354;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/03/2026 13:43;21/03/2026 20:03;1;1;8001231;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;GESTÃO COMERCIAL;2025/2;';Z;F;ANEXO;1-1-8001280;VANESSA LIMA AZEVEDO;UC15304602;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;05/05/2026 12:38;08/05/2026 18:18;1;1;8001280;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA DE SOFTWARE;2026/1;';Z;F;Z;1-1-8001291;WILLIAM LIMA AZEVEDO;A43830143;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;05/06/2026 11:47;05/06/2026 12:05;1;1;8001291;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
